L7	IL7	IL41	IL46	IL59	IL65	IL68	IL77	IL139	IL148	IL157	IL159	IL167	IL170	IL174	IL181	IL184	IL185	IL186	IL10	IL24	IL42	IL48	IL54	IL62	IL70	IL72	IL81	IL84	IL85	IL92	IL94	IL96	IL98	IL111	IL112	IL114	IL143	IL144	IL146	IL151	IL162	IL187	IL188	IL5	IL6	IL30	IL36	IL39	IL51	IL53	IL69	IL82	IL93	IL103	IL105	IL122	IL126	IL128	IL129	IL134	IL149	IL154	IL164	IL168	IL177	IL178	IL179	IL180	IL189	IL15	IL21	IL28	IL33	IL50	IL56	IL74	IL88	IL107	IL117	IL131	IL132	IL135	IL137	IL138	IL150	IL152	IL155	IL161	IL173	IL3	IL16	IL19	IL26	IL31	IL32	IL55	IL60	IL64	IL66	IL67	IL76	IL83	IL87	IL95	IL99	IL110	IL119	IL136	IL141	IL166	IL175	IL176	IL182	IL8	IL13	IL20	IL27	IL34	IL47	IL57	IL58	IL61	IL71	IL86	IL100	IL106	IL108	IL109	IL113	IL115	IL118	IL120	IL125	IL130	IL133	IL142	IL158	IL165	IL172	IL11	IL12	IL22	IL29	IL45	IL52	IL80	IL89	IL101	IL123	IL147	IL153	IL156	IL160	IL163	IL171	IL183	IL190	IL2	IL9	IL14	IL17	IL18	IL23	IL35	IL37	IL38	IL40	IL43	IL44	IL63	IL75	IL78	IL79	IL90	IL91	IL102	IL104	IL116	IL124	IL127	IL140	IL4	IL49	IL73	IL97	IL121	IL145	IL169
Haemophilus_A sputorum	535.238	535.252	0	9.63015	233.979	27.996	62.8109	181.329	85.3775	6.40846	509.683	95.0146	12.6147	10.98	23.6724	33.9647	8.69045	28.6478	5.01	5.49217	0	0	5.68625	6.9668	0	0	63.2458	12.4468	39.3428	38.6379	7.66571	6.79214	0	0	16.0406	0	3.652	55.1741	6.16	8.0075	0	0	6.47133	53.045	9.37676	39.0607	0	34.8507	10.4253	7.35786	190.405	351.004	76.4942	119.796	54.7815	16.5674	8.48545	11.4919	0	7.54898	8.36339	94.0806	110.103	9.54	57.9644	18.7326	33.7885	28.2114	146.76	0	19.3531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.13	7.68744	12.9501	16.8159	16.783	8.49348	40.344	24.5527	6.91952	11.5027	8.54681	12.5179	23.9377	9.21071	46.0253	9.04699	0	8.26902	7.43333	12.3083	0	0	9.01764	60.5701	18.9646	42.4725	8.18571	0	6.88615	30.97	0	20.6699	7.81949	0	0	28.1685	0	8.86424	0	0	0	8.70098	117.463	132.772	0	0	32.9422	17.1084	0	0	181.492	7.89936	0	8.65776	55.7469	23.1831	8.44478	334.753	39.8301	324.144	13.9219	47.6106	240.693	10.5233	345.299	40.129	17.7056	41.6187	0	0	8.60111	0	0	8.29219	0	9.91592	0	0	8.71857	8.48217	7.55323	0	0	10.3849	0	7.27423	154.01	7.93359	9.51214	0	14.7207	0	0	0	0	0	0	0	0
Eubacterium_B infirmum	8.1019	8.8023	0	7.744	8.48183	7.85551	20.0886	22.5186	14.7299	8.16519	8.20742	12.0115	19.398	9.36973	8.36423	21.0353	10.5769	9.23545	0	5.302	0	4.41097	7.53317	9.20841	4.67455	7.43977	6.93691	15.4145	9.49769	6.03326	5.73316	8.63303	0	7.96459	6.14815	7.07267	2.63333	10.9002	10.3619	5.63778	3.99	0	7.13296	7.69101	5.227	7.31423	0	7.39303	5.47976	7.50556	16.4831	20.0964	8.51371	8.00568	7.7425	9.9572	16.6733	0	0	0	19.3688	23.2248	10.826	12.7197	23.9356	11.4284	10.0147	8.14535	13.4015	5.83706	10.9206	11.6074	0	0	6.825	0	7.99788	0	0	0	4.10522	0	0	0	3.7072	6.64595	5.29469	0	8.11542	4.5704	12.3598	7.95345	1.98667	4.78054	6.82867	2.62714	7.10052	7.135	5.62531	0	4.7063	4.69548	7.40259	12.1573	8.26764	0	5.38333	7.01326	8.58302	0	0	5.18394	7.70695	10.7851	31.4607	5.42909	6.12233	5.25419	25.0225	12.889	25.8134	15.405	3.32846	14.4469	16.972	11.6411	21.7249	28.4176	25.4978	0	12.3852	16.8742	9.37292	14.7469	0	16.4814	10.6876	7.35405	5.68485	9.69842	8.55839	0	11.7195	12.2556	7.56056	15.0561	9.7213	20.2857	9.28205	18.9395	9.71636	12.0094	9.13753	9.50237	17.5521	11.9686	8.30903	0	3.44	3.51885	3.97	0	0	0	5.1084	0	3.94533	2.97937	6.62275	2.31	5.12774	3.49864	4.28759	2.75455	3.1863	3.806	0	2.44467	16.819	0	0	0	0	0	0	0	0	0
Choladocola sp003481535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.208	0	0	0	0	0	0	17.7074	0	0	2.67562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eikenella corrodens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7529	2.83	0	0	8.75387	0	7.47606	0	0	0	5.0769	0	4.542	0	0	0	4.54476	4.48889	0	0	0	5.08483	3.76214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pauljensenia sp000411415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.9331	8.17083	4.843	21.8206	35.7231	8.16083	20.3987	16.3475	57.1219	13.1613	27.5106	22.7519	23.7131	16.122	14.3156	36.7713	21.835	14.0107	10.45	69.0929	38.3992	99.9771	9.61429	5.57818	0	42.6008	10.4485	92.91	22.1338	59.2564	18.6231	14.6114	51.0607	45.4554	15.1762	112.037	47.9757	0	22.6536	102.914	0	0	0	0	0	0	0	0	0
Fusobacterium sp000235465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.8592	3.45059	0	4.299	3.32636	5.94875	4.73182	0	5.90318	0	0	0	0	0	0	0	0	0	0	0	0	5.39444	4.29909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stenotrophomonas maltophilia_AJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.66333	0	0	0	0	0	0	2.498	0	0	0	2.044	0	0	0	0	0	43.2911	0	0	0	0	0	0	0	0	0	0	0
Streptococcus koreensis	84.24	204.704	0	31.0291	237.355	80.4655	128.576	717.66	93.7	13.9482	239.32	367.66	425.585	165.279	257.149	405.632	211.302	13.711	10.9096	42.5007	0	374.502	718.365	505.592	174.328	615.271	478.28	875.32	1259.74	124.33	130.084	365.056	44.989	1096.16	150.1	541.056	340.739	851.748	1339.86	96.081	21.331	0	83.9103	20.7235	0	23.6924	0	6.39167	9.75455	0	52.3786	43.1238	92.9423	16.559	16.4155	31.6367	190.435	0	0	9.61	36.1188	73.6748	101.025	35.2852	84.8569	30.1824	25.9735	17.3144	128.207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287.47	482.269	40.6443	20.8082	23.2223	544.112	463.823	699.749	532.951	40.2503	193.417	513.001	330.307	332.781	289.489	311.639	12.4717	99.5926	595.314	24.4518	414.39	3.11429	409.367	213.262	88.3861	51.2017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101.349	195.495	209.468	0	8.89471	0	144.22	51.0429	202.707	110.677	250.382	57.4357	50.6208	208.181	164.791	42.1764	181.399	211.218	0	31.9022	243.349	7.72125	0	0	0	0	0	0	0	0
Actinomyces dentalis	7.17936	9.5537	0	2.405	10.3796	5.18154	13.713	38.3371	12.4458	5.44	8.71776	24.2253	21.4139	14.0212	11.8176	30.3602	13.4985	3.92133	0	0	0	0	2.962	11.9242	0	3.61714	3.64071	6.12469	6.79793	4.54	0	3.50905	0	3.91684	2.81923	3.11813	0	5.25095	5.24579	3.13909	0	0	3.82	3.28094	0	3.92687	0	2.30727	3.51778	1.99	6.47529	7.29194	3.68185	6.73323	1.99083	5.15118	5.65829	0	0	1.92727	15.7768	8.60821	14.97	5.86771	10	5.595	4.21188	4.1525	22.078	11.5376	37.9655	16.177	4.9725	0	7.09957	0	33.355	0	0	4.3675	5.14432	0	0	4.79667	6.42732	6.29784	4.772	0	16.3481	6.67143	27.5602	37.1473	4.95875	8.34373	6.82609	5.6569	16.7237	45.7609	8.57964	5.68789	6.42421	7.95407	31.5198	9.46049	14.5414	0	27.6706	19.4926	39.0725	5.49918	0	13.0548	36.3703	15.6104	41.2161	3.2108	3.83706	2.83625	39.5789	41.3071	68.8189	17.238	3.61194	8.6875	22.4158	23.1672	63.1589	65.2695	99.7923	0	30.7178	31.8687	4.20263	16.8814	1.99846	62.2695	12.6776	6.79625	5.16475	9.96882	6.93405	0	45.2365	14.4919	6.81532	31.3845	16.04	62.8905	9.26549	52.134	11.2459	17.3742	16.3577	12.404	45.0053	15.3053	10.3869	2.58533	6.12212	5.33794	8.47816	0	0	0	5.7452	2.91235	8.23262	4.04138	13.5159	3.3044	3.73808	6.24	9.745	3.23643	6.48634	6.06829	0	3.45615	58.7646	3.23667	0	0	0	0	0	0	0	0
Lautropia dentalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.61355	0	1.81667	0	0	0	2.30786	0	0	0	0	0	1.95714	3.258	0	0	0	2.644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blautia_A luti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.68737	0	0	0	0	2.68364	0	20.3172	7.81372	0	7.34978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseburia sp900756925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.1163	4.63933	0	0	11.6541	0	0	0	0	0	0	0	7.05194	0	0	0	0	0	0	0	4.73029	0	2.15437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coprococcus sp900066115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.94184	0	0	3.58333	0	0	0	0	0	0	0	12.5572	0	0	0	0	0	0	0	0	0	0	0	0
UBA9628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus velezensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00933	0	0	8.15341	0	0	8.50204	6.37534	0	4.61345	6.20581	2.18174	0	1.73545	0	9.12528	2.49	6.28873	0	0	2.06667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faecousia sp900544405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.58	0	0	0	4.94548	0	0	0	0	0	0	0	3.48037	0	0	0	0	0	0	0	2.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pauljensenia pyogenes_A	11.5562	50.0798	0	8.94425	36.8385	18.703	31.969	117.753	29.3215	10.8426	21.0227	81.208	167.509	33.4338	42.7555	145.946	40.4325	7.0925	5.4825	35.5197	0	126.382	176.809	117.766	48.0159	131.569	152.866	250.829	249.369	29.7107	49.6741	263.159	0	309.437	24.9934	166.225	12.9755	384.02	455.016	29.5403	6.73375	0	31.8966	8.93358	0	7.68464	0	5.12	3.81324	2.43	12.561	31.4941	19.4236	6.363	7.82186	11.3409	23.0977	0	0	1.854	44.8465	21.4196	26.069	12.1076	25.9642	14.2479	8.384	6.39	36.8031	145.076	41.9352	71.5049	16.6406	6.69333	28.5779	0	727.289	5.20333	5.20933	7.54871	63.2719	5.71273	13.6985	42.0626	65.6751	30.8526	44.1622	0	464.889	9.95118	21.6244	59.0537	8.20662	10.16	9.55141	9.21494	23.3843	18.4102	14.148	9.15442	9.99353	10.8123	40.5373	11.3423	19.7552	0	14.2076	16.4141	157.83	11.8349	7.47571	50.7385	135.664	8.735	0	0	0	0	0	24.5187	0	9.04357	0	15.6682	21.8507	17.8	10.9478	14.8167	21.9393	0	31.8662	14.1929	12.0933	17.5573	0	0	11.3557	7.8225	0	59.1063	8.09538	6.155	33.04	41.0093	7.2344	37.924	105.942	91.1247	62.714	58.3123	60.2567	83.9103	18.5857	99.8141	44.0143	22.886	41.0364	7.96161	71.0915	43.1866	83.7176	9.30395	7.68852	0	46.4465	13.3782	69.4905	11.4927	75.444	29.0217	11.2889	40.9322	35.759	12.4388	45.0549	35.9941	8.46474	10.0367	13.669	6.41	7.38889	0	0	0	0	0	0	0
Klebsiella michiganensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1519.5	672.873	0	152.067	246.668	807.073	0	0	0	750.483	0	0	0	0	0	649.593	1094.47	581.515	762.607	888.847	428.06	737.481	371.814	794.895	422.087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.1383	0	0	1108.47	51.6014	7.32643	7.46234	94.564	351.834	7.84655	0	7.43462	10.2658	0	200.993	84.4484	7.93767	44.6299	125.798	6.91333	6.75161	6.59706	0	7.864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella nigrescens	4.2044	4.2044	0	0	0	0	0	0	0	0	3.72111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phocaeicola dorei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.8263	12.4744	0	0	28.4765	0	0	0	0	0	0	0	163.536	10.4417	0	0	0	0	0	0	84.1555	0	8.8175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	593.535	0	0	0	0	0	0	0	0	0	0	0	95.1186	0	0	0	0	0	0	111.838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leptotrichia buccalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54778	0	4.90296	0	0	0	0	4.51815	7.09429	3.40182	0	1.783	5.49854	2.74188	0	0	0	6.6097	4.65351	4.73429	4.53714	12.49	5.93316	2.80545	0	2.39238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46308	3.80609	6.40172	0	3.20217	0	0	2.25583	1.96545	0	0	0	0	3.47739	0	0	0	3.61926	1.52917	2.15833	0	0	1.86583	0	5.67833	13.3692	5.80462	4.9125	0	14.2351	28.5727	9.22289	20.8238	0	7.92571	6.89111	15.2211	9.24233	16.4077	21.2439	0	351.369	11.6676	5.50351	6.4839	0	4.15882	6.38205	4.6355	3.99105	5.34298	0	0	6.52846	7.44105	0	7.96455	5.56755	8.78722	5.06317	6.46135	6.13479	4.00133	0	4.56886	8.80607	4.79812	5.96391	0	5.6227	2.77083	11.0389	0	0	0	0	2.271	9.61554	0	5.16135	2.179	0	7.63094	6.46049	0	15.0098	3.75111	0	0	16.6263	0	0	0	0	0	0	0	0	0
Staphylococcus epidermidis	263.202	263.245	0	7.1985	7.28844	7.11638	7.07338	7.09928	7.294	7.30696	72.6028	7.43118	7.54902	7.02123	6.84652	7.20853	6.99635	7.71681	0	0	0	0	3.0525	5.14923	1.73667	0	0	2.85222	2.47692	3.18364	0	1.475	0	2.84071	0	0	0	4.21	3.80517	0	0	0	0	5.84415	0	4.994	0	0	0	0	28.013	5.4937	5.65222	3.16889	5.48857	6.03554	4.66882	4.555	0	5.87122	4.40414	6.20095	5.28917	6.79781	5.17762	5.92667	5.60237	6.88684	6.31729	9.21754	7.1729	25.4759	7.68806	8.228	7.92426	0	7.32738	0	7.31412	7.28889	7.16016	8.23103	7.13984	7.05547	7.15632	8.32103	263.98	6.19889	7.08706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.7804	7.15766	7.88611	7.19877	93.81	7.24632	7.39	7.31885	9.2158	7.04042	46.7401	10.8751	6.8507	7.12155	6.73367	7.38826	56.1962	7.10864	7.05719	7.16683	7.11892	0	6.99197	93.0584	7.45196	10.6751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.17833	3.70333	3.401	0	3.86182	0	14.8345	0	2.723	4.17067	2.501	1.643	0	2.95938	0	3.23118	3.223	5.75674	5.38377	0	4.88687	5.16524	4.60438	0	0	0	0	0	0	0
Enterocloster sp000431375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.13409	4.75667	0	0	27.2751	0	0	0	0	0	0	0	9.89063	0	0	0	0	0	0	0	15.0917	0	5.15455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164.76	7.19139	0	0	0	6.80458	0	189.537	27.7918	0	167.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.5164	6.07737	0	0	47.4186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.11455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.064	0	0	3.87273	0	0	2.63917	0	0	0	0	0	0	0	8.5125	0	0	0	0	0	0	0	0	0	0	0	0
Neisseriaceae	160.358	160.358	0	0	35.6108	0	6.49444	13.0289	0	0	66.7677	43.8789	21.8689	4.37091	8.13	0	0	0	0	0	0	0	0	0	0	0	582.665	342.423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.4369	0	0	0	35.152	0	14.1833	0	0	0	6.68143	0	6.66111	0	0	0	3.48	11.6138	7.093	0	0	9.02235	3.93667	0	0	4.92778	0	0	0	18.5873	0	0	13.0993	0	65.64	0	4.231	8.89923	0	28.1825	0	0	27.9115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catonella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.32187	3.83125	0	2.79889	0	0	0	0	0	0	0	0	3.84769	0	0	0	0	0	2.185	0	0	0	3.28545	10.5067	36.1062	8.23648	10.7684	6.83556	67.3378	19.0112	37.0979	7.78827	0	59.4337	48.2885	39.336	10.247	14.2429	31.3943	0	31.3484	16.0745	12.071	14.0033	0	10.0164	38.8476	7.62939	7.83755	0	0	0	0	0	0	4.36727	0	2.831	0	4.52545	0	0	0	0	4.56923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.9146	0	0	0	0	0	0	0	0	0
Eubacterium_I ramulus_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.49563	3.06615	0	0	9.29192	0	0	0	0	0	0	1.79636	8.1314	0	0	0	0	0	0	0	3.94594	0	3.35042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.45952	0	0	0	0	0	0	12.5887	4.57682	0	8.63857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
