"Timepoint","BC_Gastric","SC_Gastric","CC_Gastric","BC_Duodenal","SC_Duodenal","CC_Duodenal","BC_Ileal","SC_Ileal","CC_Ileal"
"0",0.0152419560791917,0.00557369401628927,0.00651137406226755,0.0276302758,0.00997753268094501,0.0254665551,0.1040502106,0.0378280433,0.0792633285
"15",0.000661089879636758,0.00100609016852924,0.00127485030310308,,,,,,
"30",0.000295807454289923,0.0002991302,0.0005199944,0.0153181504886293,0.005504688,0.00720937372930764,,,
"60",0.00109389984274649,0.000135064020529607,0.000119168749917594,0.0122707349536862,0.00377508444678658,0.01292918,0.0131863979,0.0187040341,0.078340658
"120",3.12053815290429e-05,4.98153026125207e-05,0.00020851326186826,0.0135805782,0.0067665804,0.0144033436442206,0.0125454514,0.00880631333224557,0.0177861621241824
"135",0.00060058223331675,0.000187873656301751,0.000560834045808154,,,,,,
"150",0.000606195683638965,0.000168517174863833,0.000569665480660901,0.0127865860234493,0.00609048065254388,0.0116292145070334,,,
"165",0.000847495623551412,0.000151018710074646,0.000380964758040957,,,,,,
"180",0.000283064906504956,7.32391507534157e-05,0.000267571296207077,0.0165163600815875,0.00272064918107708,0.0101885820034489,,,
"240",,,,,,,0.0106191613832805,0.0104770426954601,0.0103049099
"300",,,,,,,0.0114516396,0.0504433673544045,0.010615687222646
"360",,,,,,,0.009083744,0.042600367,0.00725183530984517
"480",,,,,,,0.00846043595002093,0.0523531138325426,0.00822574957952933
